dataset,fold,animal_id,method,n_eval,n_correct,n_shared,n_correct_shared
Atanas,0,2022-07-26-01,CPD,65,27,51,27
Atanas,0,2022-07-26-01,CRF_ID,65,18,51,14
Atanas,0,2022-07-26-01,FUGW (G+A; official),65,17,51,17
Atanas,0,2022-07-26-01,GeoTransformer,65,27,51,27
Atanas,0,2022-07-26-01,NGM-v2,65,22,51,22
Atanas,0,2022-07-26-01,NeurID (population atlas),65,53,51,42
Atanas,0,2022-07-26-01,NeurID (single medoid),65,38,51,38
Atanas,0,2022-07-26-01,NuCLR,65,16,51,16
Atanas,0,2022-07-26-01,StatAtlas,65,2,51,2
Atanas,0,2022-07-26-01,Vanilla FGW,65,10,51,10
Atanas,0,2022-07-26-01,fDNC,65,6,51,6
Atanas,0,2022-08-02-01,CPD,110,40,70,40
Atanas,0,2022-08-02-01,CRF_ID,110,36,70,29
Atanas,0,2022-08-02-01,FUGW (G+A; official),110,8,70,8
Atanas,0,2022-08-02-01,GeoTransformer,110,35,70,35
Atanas,0,2022-08-02-01,NGM-v2,110,22,70,22
Atanas,0,2022-08-02-01,NeurID (population atlas),110,72,70,51
Atanas,0,2022-08-02-01,NeurID (single medoid),110,47,70,47
Atanas,0,2022-08-02-01,NuCLR,110,22,70,22
Atanas,0,2022-08-02-01,StatAtlas,110,2,70,1
Atanas,0,2022-08-02-01,Vanilla FGW,110,19,70,19
Atanas,0,2022-08-02-01,fDNC,110,1,70,1
Atanas,0,2023-01-05-01,CPD,83,32,62,32
Atanas,0,2023-01-05-01,CRF_ID,83,14,62,12
Atanas,0,2023-01-05-01,FUGW (G+A; official),83,21,62,21
Atanas,0,2023-01-05-01,GeoTransformer,83,26,62,26
Atanas,0,2023-01-05-01,NGM-v2,83,24,62,24
Atanas,0,2023-01-05-01,NeurID (population atlas),83,59,62,45
Atanas,0,2023-01-05-01,NeurID (single medoid),83,45,62,45
Atanas,0,2023-01-05-01,NuCLR,83,15,62,15
Atanas,0,2023-01-05-01,StatAtlas,83,2,62,2
Atanas,0,2023-01-05-01,Vanilla FGW,83,21,62,21
Atanas,0,2023-01-05-01,fDNC,83,25,62,25
Atanas,0,2023-01-13-07,CPD,80,39,57,39
Atanas,0,2023-01-13-07,CRF_ID,80,16,57,11
Atanas,0,2023-01-13-07,FUGW (G+A; official),80,29,57,29
Atanas,0,2023-01-13-07,GeoTransformer,80,31,57,31
Atanas,0,2023-01-13-07,NGM-v2,80,35,57,35
Atanas,0,2023-01-13-07,NeurID (population atlas),80,57,57,43
Atanas,0,2023-01-13-07,NeurID (single medoid),80,37,57,37
Atanas,0,2023-01-13-07,NuCLR,80,10,57,10
Atanas,0,2023-01-13-07,StatAtlas,80,4,57,1
Atanas,0,2023-01-13-07,Vanilla FGW,80,23,57,23
Atanas,0,2023-01-13-07,fDNC,80,35,57,35
Atanas,0,2023-01-16-15,CPD,86,34,64,34
Atanas,0,2023-01-16-15,CRF_ID,86,13,64,12
Atanas,0,2023-01-16-15,FUGW (G+A; official),86,27,64,27
Atanas,0,2023-01-16-15,GeoTransformer,86,28,64,28
Atanas,0,2023-01-16-15,NGM-v2,86,38,64,38
Atanas,0,2023-01-16-15,NeurID (population atlas),86,71,64,56
Atanas,0,2023-01-16-15,NeurID (single medoid),86,55,64,55
Atanas,0,2023-01-16-15,NuCLR,86,15,64,15
Atanas,0,2023-01-16-15,StatAtlas,86,5,64,3
Atanas,0,2023-01-16-15,Vanilla FGW,86,24,64,24
Atanas,0,2023-01-16-15,fDNC,86,29,64,29
Atanas,0,2023-01-16-22,CPD,89,39,65,39
Atanas,0,2023-01-16-22,CRF_ID,89,19,65,18
Atanas,0,2023-01-16-22,FUGW (G+A; official),89,15,65,15
Atanas,0,2023-01-16-22,GeoTransformer,89,25,65,25
Atanas,0,2023-01-16-22,NGM-v2,89,33,65,33
Atanas,0,2023-01-16-22,NeurID (population atlas),89,69,65,52
Atanas,0,2023-01-16-22,NeurID (single medoid),89,50,65,50
Atanas,0,2023-01-16-22,NuCLR,89,15,65,15
Atanas,0,2023-01-16-22,StatAtlas,89,1,65,1
Atanas,0,2023-01-16-22,Vanilla FGW,89,18,65,18
Atanas,0,2023-01-16-22,fDNC,89,41,65,41
Atanas,0,2023-01-19-15,CPD,59,12,38,12
Atanas,0,2023-01-19-15,CRF_ID,59,6,38,6
Atanas,0,2023-01-19-15,FUGW (G+A; official),59,3,38,3
Atanas,0,2023-01-19-15,GeoTransformer,59,7,38,7
Atanas,0,2023-01-19-15,NGM-v2,59,5,38,5
Atanas,0,2023-01-19-15,NeurID (population atlas),59,20,38,14
Atanas,0,2023-01-19-15,NeurID (single medoid),59,12,38,12
Atanas,0,2023-01-19-15,NuCLR,59,4,38,4
Atanas,0,2023-01-19-15,StatAtlas,59,0,38,0
Atanas,0,2023-01-19-15,Vanilla FGW,59,1,38,1
Atanas,0,2023-01-19-15,fDNC,59,4,38,4
Atanas,0,2023-01-19-22,CPD,92,15,64,15
Atanas,0,2023-01-19-22,CRF_ID,92,17,64,15
Atanas,0,2023-01-19-22,FUGW (G+A; official),92,11,64,11
Atanas,0,2023-01-19-22,GeoTransformer,92,23,64,23
Atanas,0,2023-01-19-22,NGM-v2,92,19,64,19
Atanas,0,2023-01-19-22,NeurID (population atlas),92,69,64,52
Atanas,0,2023-01-19-22,NeurID (single medoid),92,55,64,55
Atanas,0,2023-01-19-22,NuCLR,92,6,64,6
Atanas,0,2023-01-19-22,StatAtlas,92,8,64,3
Atanas,0,2023-01-19-22,Vanilla FGW,92,13,64,13
Atanas,0,2023-01-19-22,fDNC,92,27,64,27
Atanas,1,2022-07-15-06,CPD,69,23,52,23
Atanas,1,2022-07-15-06,CRF_ID,69,11,52,8
Atanas,1,2022-07-15-06,FUGW (G+A; official),69,13,52,13
Atanas,1,2022-07-15-06,GeoTransformer,69,25,52,25
Atanas,1,2022-07-15-06,NGM-v2,69,15,52,15
Atanas,1,2022-07-15-06,NeurID (population atlas),69,46,52,38
Atanas,1,2022-07-15-06,NeurID (single medoid),69,45,52,45
Atanas,1,2022-07-15-06,NuCLR,69,9,52,9
Atanas,1,2022-07-15-06,StatAtlas,69,1,52,0
Atanas,1,2022-07-15-06,Vanilla FGW,69,7,52,7
Atanas,1,2022-07-15-06,fDNC,69,22,52,22
Atanas,1,2022-12-21-06,CPD,65,35,51,35
Atanas,1,2022-12-21-06,CRF_ID,65,21,51,18
Atanas,1,2022-12-21-06,FUGW (G+A; official),65,28,51,28
Atanas,1,2022-12-21-06,GeoTransformer,65,23,51,23
Atanas,1,2022-12-21-06,NGM-v2,65,26,51,26
Atanas,1,2022-12-21-06,NeurID (population atlas),65,54,51,42
Atanas,1,2022-12-21-06,NeurID (single medoid),65,42,51,42
Atanas,1,2022-12-21-06,NuCLR,65,18,51,18
Atanas,1,2022-12-21-06,StatAtlas,65,1,51,0
Atanas,1,2022-12-21-06,Vanilla FGW,65,7,51,7
Atanas,1,2022-12-21-06,fDNC,65,24,51,24
Atanas,1,2023-01-09-22,CPD,92,30,63,30
Atanas,1,2023-01-09-22,CRF_ID,92,23,63,19
Atanas,1,2023-01-09-22,FUGW (G+A; official),92,24,63,24
Atanas,1,2023-01-09-22,GeoTransformer,92,34,63,34
Atanas,1,2023-01-09-22,NGM-v2,92,31,63,31
Atanas,1,2023-01-09-22,NeurID (population atlas),92,81,63,58
Atanas,1,2023-01-09-22,NeurID (single medoid),92,57,63,57
Atanas,1,2023-01-09-22,NuCLR,92,17,63,17
Atanas,1,2023-01-09-22,StatAtlas,92,2,63,2
Atanas,1,2023-01-09-22,Vanilla FGW,92,19,63,19
Atanas,1,2023-01-09-22,fDNC,92,40,63,40
Atanas,1,2023-01-17-01,CPD,90,41,65,41
Atanas,1,2023-01-17-01,CRF_ID,90,31,65,25
Atanas,1,2023-01-17-01,FUGW (G+A; official),90,20,65,20
Atanas,1,2023-01-17-01,GeoTransformer,90,28,65,28
Atanas,1,2023-01-17-01,NGM-v2,90,25,65,25
Atanas,1,2023-01-17-01,NeurID (population atlas),90,75,65,57
Atanas,1,2023-01-17-01,NeurID (single medoid),90,59,65,59
Atanas,1,2023-01-17-01,NuCLR,90,14,65,14
Atanas,1,2023-01-17-01,StatAtlas,90,4,65,2
Atanas,1,2023-01-17-01,Vanilla FGW,90,24,65,24
Atanas,1,2023-01-17-01,fDNC,90,34,65,34
Atanas,1,2023-01-17-07,CPD,80,35,58,35
Atanas,1,2023-01-17-07,CRF_ID,80,25,58,23
Atanas,1,2023-01-17-07,FUGW (G+A; official),80,26,58,26
Atanas,1,2023-01-17-07,GeoTransformer,80,35,58,35
Atanas,1,2023-01-17-07,NGM-v2,80,34,58,34
Atanas,1,2023-01-17-07,NeurID (population atlas),80,67,58,51
Atanas,1,2023-01-17-07,NeurID (single medoid),80,50,58,50
Atanas,1,2023-01-17-07,NuCLR,80,15,58,15
Atanas,1,2023-01-17-07,StatAtlas,80,3,58,1
Atanas,1,2023-01-17-07,Vanilla FGW,80,17,58,17
Atanas,1,2023-01-17-07,fDNC,80,32,58,32
Atanas,1,2023-01-17-14,CPD,104,39,69,39
Atanas,1,2023-01-17-14,CRF_ID,104,10,69,8
Atanas,1,2023-01-17-14,FUGW (G+A; official),104,12,69,12
Atanas,1,2023-01-17-14,GeoTransformer,104,37,69,37
Atanas,1,2023-01-17-14,NGM-v2,104,33,69,33
Atanas,1,2023-01-17-14,NeurID (population atlas),104,77,69,57
Atanas,1,2023-01-17-14,NeurID (single medoid),104,55,69,55
Atanas,1,2023-01-17-14,NuCLR,104,15,69,15
Atanas,1,2023-01-17-14,StatAtlas,104,3,69,3
Atanas,1,2023-01-17-14,Vanilla FGW,104,25,69,25
Atanas,1,2023-01-17-14,fDNC,104,37,69,37
Atanas,1,2023-01-18-01,CPD,82,37,61,37
Atanas,1,2023-01-18-01,CRF_ID,82,21,61,20
Atanas,1,2023-01-18-01,FUGW (G+A; official),82,22,61,22
Atanas,1,2023-01-18-01,GeoTransformer,82,36,61,36
Atanas,1,2023-01-18-01,NGM-v2,82,21,61,21
Atanas,1,2023-01-18-01,NeurID (population atlas),82,70,61,57
Atanas,1,2023-01-18-01,NeurID (single medoid),82,55,61,55
Atanas,1,2023-01-18-01,NuCLR,82,12,61,12
Atanas,1,2023-01-18-01,StatAtlas,82,1,61,1
Atanas,1,2023-01-18-01,Vanilla FGW,82,27,61,27
Atanas,1,2023-01-18-01,fDNC,82,32,61,32
Atanas,1,2023-01-23-01,CPD,87,31,58,31
Atanas,1,2023-01-23-01,CRF_ID,87,23,58,13
Atanas,1,2023-01-23-01,FUGW (G+A; official),87,20,58,20
Atanas,1,2023-01-23-01,GeoTransformer,87,27,58,27
Atanas,1,2023-01-23-01,NGM-v2,87,25,58,25
Atanas,1,2023-01-23-01,NeurID (population atlas),87,67,58,49
Atanas,1,2023-01-23-01,NeurID (single medoid),87,53,58,53
Atanas,1,2023-01-23-01,NuCLR,87,10,58,10
Atanas,1,2023-01-23-01,StatAtlas,87,4,58,3
Atanas,1,2023-01-23-01,Vanilla FGW,87,11,58,11
Atanas,1,2023-01-23-01,fDNC,87,29,58,29
Atanas,2,2022-06-28-07,CPD,81,28,53,28
Atanas,2,2022-06-28-07,CRF_ID,81,12,53,9
Atanas,2,2022-06-28-07,FUGW (G+A; official),81,22,53,22
Atanas,2,2022-06-28-07,GeoTransformer,81,27,53,27
Atanas,2,2022-06-28-07,NGM-v2,81,20,53,20
Atanas,2,2022-06-28-07,NeurID (population atlas),81,57,53,42
Atanas,2,2022-06-28-07,NeurID (single medoid),81,43,53,43
Atanas,2,2022-06-28-07,NuCLR,81,13,53,13
Atanas,2,2022-06-28-07,StatAtlas,81,4,53,2
Atanas,2,2022-06-28-07,Vanilla FGW,81,12,53,12
Atanas,2,2022-06-28-07,fDNC,81,27,53,27
Atanas,2,2022-07-15-12,CPD,90,39,62,39
Atanas,2,2022-07-15-12,CRF_ID,90,32,62,25
Atanas,2,2022-07-15-12,FUGW (G+A; official),90,24,62,24
Atanas,2,2022-07-15-12,GeoTransformer,90,31,62,31
Atanas,2,2022-07-15-12,NGM-v2,90,31,62,31
Atanas,2,2022-07-15-12,NeurID (population atlas),90,73,62,54
Atanas,2,2022-07-15-12,NeurID (single medoid),90,56,62,56
Atanas,2,2022-07-15-12,NuCLR,90,16,62,16
Atanas,2,2022-07-15-12,StatAtlas,90,11,62,9
Atanas,2,2022-07-15-12,Vanilla FGW,90,24,62,24
Atanas,2,2022-07-15-12,fDNC,90,26,62,26
Atanas,2,2023-01-06-01,CPD,74,25,52,25
Atanas,2,2023-01-06-01,CRF_ID,74,12,52,10
Atanas,2,2023-01-06-01,FUGW (G+A; official),74,17,52,17
Atanas,2,2023-01-06-01,GeoTransformer,74,32,52,32
Atanas,2,2023-01-06-01,NGM-v2,74,33,52,33
Atanas,2,2023-01-06-01,NeurID (population atlas),74,52,52,39
Atanas,2,2023-01-06-01,NeurID (single medoid),74,41,52,41
Atanas,2,2023-01-06-01,NuCLR,74,15,52,15
Atanas,2,2023-01-06-01,StatAtlas,74,3,52,2
Atanas,2,2023-01-06-01,Vanilla FGW,74,6,52,6
Atanas,2,2023-01-06-01,fDNC,74,27,52,27
Atanas,2,2023-01-06-08,CPD,82,30,58,30
Atanas,2,2023-01-06-08,CRF_ID,82,16,58,12
Atanas,2,2023-01-06-08,FUGW (G+A; official),82,22,58,22
Atanas,2,2023-01-06-08,GeoTransformer,82,30,58,30
Atanas,2,2023-01-06-08,NGM-v2,82,17,58,17
Atanas,2,2023-01-06-08,NeurID (population atlas),82,56,58,42
Atanas,2,2023-01-06-08,NeurID (single medoid),82,45,58,45
Atanas,2,2023-01-06-08,NuCLR,82,10,58,10
Atanas,2,2023-01-06-08,StatAtlas,82,1,58,0
Atanas,2,2023-01-06-08,Vanilla FGW,82,13,58,13
Atanas,2,2023-01-06-08,fDNC,82,22,58,22
Atanas,2,2023-01-09-08,CPD,51,12,43,12
Atanas,2,2023-01-09-08,CRF_ID,51,2,43,2
Atanas,2,2023-01-09-08,FUGW (G+A; official),51,9,43,9
Atanas,2,2023-01-09-08,GeoTransformer,51,4,43,4
Atanas,2,2023-01-09-08,NGM-v2,51,8,43,8
Atanas,2,2023-01-09-08,NeurID (population atlas),51,23,43,18
Atanas,2,2023-01-09-08,NeurID (single medoid),51,18,43,18
Atanas,2,2023-01-09-08,NuCLR,51,7,43,7
Atanas,2,2023-01-09-08,StatAtlas,51,1,43,1
Atanas,2,2023-01-09-08,Vanilla FGW,51,7,43,7
Atanas,2,2023-01-09-08,fDNC,51,5,43,5
Atanas,2,2023-01-09-15,CPD,98,36,71,36
Atanas,2,2023-01-09-15,CRF_ID,98,29,71,25
Atanas,2,2023-01-09-15,FUGW (G+A; official),98,25,71,25
Atanas,2,2023-01-09-15,GeoTransformer,98,45,71,45
Atanas,2,2023-01-09-15,NGM-v2,98,35,71,35
Atanas,2,2023-01-09-15,NeurID (population atlas),98,75,71,53
Atanas,2,2023-01-09-15,NeurID (single medoid),98,52,71,52
Atanas,2,2023-01-09-15,NuCLR,98,16,71,16
Atanas,2,2023-01-09-15,StatAtlas,98,17,71,11
Atanas,2,2023-01-09-15,Vanilla FGW,98,21,71,21
Atanas,2,2023-01-09-15,fDNC,98,46,71,46
Atanas,2,2023-01-23-08,CPD,87,1,62,1
Atanas,2,2023-01-23-08,CRF_ID,87,0,62,0
Atanas,2,2023-01-23-08,FUGW (G+A; official),87,2,62,2
Atanas,2,2023-01-23-08,GeoTransformer,87,1,62,1
Atanas,2,2023-01-23-08,NGM-v2,87,1,62,1
Atanas,2,2023-01-23-08,NeurID (population atlas),87,4,62,3
Atanas,2,2023-01-23-08,NeurID (single medoid),87,4,62,4
Atanas,2,2023-01-23-08,NuCLR,87,8,62,8
Atanas,2,2023-01-23-08,StatAtlas,87,1,62,1
Atanas,2,2023-01-23-08,Vanilla FGW,87,1,62,1
Atanas,2,2023-01-23-08,fDNC,87,2,62,2
Atanas,2,2023-01-23-21,CPD,93,40,66,40
Atanas,2,2023-01-23-21,CRF_ID,93,11,66,7
Atanas,2,2023-01-23-21,FUGW (G+A; official),93,22,66,22
Atanas,2,2023-01-23-21,GeoTransformer,93,38,66,38
Atanas,2,2023-01-23-21,NGM-v2,93,35,66,35
Atanas,2,2023-01-23-21,NeurID (population atlas),93,69,66,54
Atanas,2,2023-01-23-21,NeurID (single medoid),93,53,66,53
Atanas,2,2023-01-23-21,NuCLR,93,15,66,15
Atanas,2,2023-01-23-21,StatAtlas,93,5,66,1
Atanas,2,2023-01-23-21,Vanilla FGW,93,14,66,14
Atanas,2,2023-01-23-21,fDNC,93,28,66,28
Atanas,3,2022-06-14-01,CPD,78,14,54,14
Atanas,3,2022-06-14-01,CRF_ID,78,14,54,12
Atanas,3,2022-06-14-01,FUGW (G+A; official),78,9,54,9
Atanas,3,2022-06-14-01,GeoTransformer,78,24,54,24
Atanas,3,2022-06-14-01,NGM-v2,78,14,54,14
Atanas,3,2022-06-14-01,NeurID (population atlas),78,58,54,42
Atanas,3,2022-06-14-01,NeurID (single medoid),78,44,54,44
Atanas,3,2022-06-14-01,NuCLR,78,7,54,7
Atanas,3,2022-06-14-01,StatAtlas,78,0,54,0
Atanas,3,2022-06-14-01,Vanilla FGW,78,15,54,15
Atanas,3,2022-06-14-01,fDNC,78,21,54,21
Atanas,3,2022-06-14-07,CPD,87,31,62,31
Atanas,3,2022-06-14-07,CRF_ID,87,22,62,19
Atanas,3,2022-06-14-07,FUGW (G+A; official),87,20,62,20
Atanas,3,2022-06-14-07,GeoTransformer,87,35,62,35
Atanas,3,2022-06-14-07,NGM-v2,87,31,62,31
Atanas,3,2022-06-14-07,NeurID (population atlas),87,66,62,49
Atanas,3,2022-06-14-07,NeurID (single medoid),87,49,62,49
Atanas,3,2022-06-14-07,NuCLR,87,7,62,7
Atanas,3,2022-06-14-07,StatAtlas,87,7,62,6
Atanas,3,2022-06-14-07,Vanilla FGW,87,23,62,23
Atanas,3,2022-06-14-07,fDNC,87,34,62,34
Atanas,3,2022-07-20-01,CPD,94,24,65,24
Atanas,3,2022-07-20-01,CRF_ID,94,21,65,16
Atanas,3,2022-07-20-01,FUGW (G+A; official),94,27,65,27
Atanas,3,2022-07-20-01,GeoTransformer,94,29,65,29
Atanas,3,2022-07-20-01,NGM-v2,94,17,65,17
Atanas,3,2022-07-20-01,NeurID (population atlas),94,76,65,55
Atanas,3,2022-07-20-01,NeurID (single medoid),94,50,65,50
Atanas,3,2022-07-20-01,NuCLR,94,12,65,12
Atanas,3,2022-07-20-01,StatAtlas,94,5,65,4
Atanas,3,2022-07-20-01,Vanilla FGW,94,20,65,20
Atanas,3,2022-07-20-01,fDNC,94,35,65,35
Atanas,3,2023-01-09-28,CPD,90,25,63,25
Atanas,3,2023-01-09-28,CRF_ID,90,21,63,18
Atanas,3,2023-01-09-28,FUGW (G+A; official),90,26,63,26
Atanas,3,2023-01-09-28,GeoTransformer,90,28,63,28
Atanas,3,2023-01-09-28,NGM-v2,90,30,63,30
Atanas,3,2023-01-09-28,NeurID (population atlas),90,73,63,52
Atanas,3,2023-01-09-28,NeurID (single medoid),90,56,63,56
Atanas,3,2023-01-09-28,NuCLR,90,15,63,15
Atanas,3,2023-01-09-28,StatAtlas,90,1,63,1
Atanas,3,2023-01-09-28,Vanilla FGW,90,15,63,15
Atanas,3,2023-01-09-28,fDNC,90,32,63,32
Atanas,3,2023-01-16-01,CPD,82,31,66,31
Atanas,3,2023-01-16-01,CRF_ID,82,16,66,11
Atanas,3,2023-01-16-01,FUGW (G+A; official),82,16,66,16
Atanas,3,2023-01-16-01,GeoTransformer,82,29,66,29
Atanas,3,2023-01-16-01,NGM-v2,82,22,66,22
Atanas,3,2023-01-16-01,NeurID (population atlas),82,67,66,55
Atanas,3,2023-01-16-01,NeurID (single medoid),82,50,66,50
Atanas,3,2023-01-16-01,NuCLR,82,12,66,12
Atanas,3,2023-01-16-01,StatAtlas,82,1,66,1
Atanas,3,2023-01-16-01,Vanilla FGW,82,17,66,17
Atanas,3,2023-01-16-01,fDNC,82,22,66,22
Atanas,3,2023-01-19-08,CPD,83,20,59,20
Atanas,3,2023-01-19-08,CRF_ID,83,25,59,17
Atanas,3,2023-01-19-08,FUGW (G+A; official),83,20,59,20
Atanas,3,2023-01-19-08,GeoTransformer,83,24,59,24
Atanas,3,2023-01-19-08,NGM-v2,83,8,59,8
Atanas,3,2023-01-19-08,NeurID (population atlas),83,56,59,40
Atanas,3,2023-01-19-08,NeurID (single medoid),83,39,59,39
Atanas,3,2023-01-19-08,NuCLR,83,12,59,12
Atanas,3,2023-01-19-08,StatAtlas,83,4,59,3
Atanas,3,2023-01-19-08,Vanilla FGW,83,12,59,12
Atanas,3,2023-01-19-08,fDNC,83,27,59,27
Atanas,3,2023-01-23-15,CPD,96,45,71,45
Atanas,3,2023-01-23-15,CRF_ID,96,23,71,18
Atanas,3,2023-01-23-15,FUGW (G+A; official),96,31,71,31
Atanas,3,2023-01-23-15,GeoTransformer,96,41,71,41
Atanas,3,2023-01-23-15,NGM-v2,96,46,71,46
Atanas,3,2023-01-23-15,NeurID (population atlas),96,86,71,68
Atanas,3,2023-01-23-15,NeurID (single medoid),96,70,71,70
Atanas,3,2023-01-23-15,NuCLR,96,20,71,20
Atanas,3,2023-01-23-15,StatAtlas,96,17,71,14
Atanas,3,2023-01-23-15,Vanilla FGW,96,29,71,29
Atanas,3,2023-01-23-15,fDNC,96,45,71,45
Atanas,4,2022-06-14-13,CPD,95,21,73,21
Atanas,4,2022-06-14-13,CRF_ID,95,18,73,14
Atanas,4,2022-06-14-13,FUGW (G+A; official),95,21,73,21
Atanas,4,2022-06-14-13,GeoTransformer,95,35,73,35
Atanas,4,2022-06-14-13,NGM-v2,95,21,73,21
Atanas,4,2022-06-14-13,NeurID (population atlas),95,68,73,57
Atanas,4,2022-06-14-13,NeurID (single medoid),95,57,73,57
Atanas,4,2022-06-14-13,NuCLR,95,19,73,19
Atanas,4,2022-06-14-13,StatAtlas,95,5,73,4
Atanas,4,2022-06-14-13,Vanilla FGW,95,16,73,16
Atanas,4,2022-06-14-13,fDNC,95,24,73,24
Atanas,4,2022-06-28-01,CPD,74,31,61,31
Atanas,4,2022-06-28-01,CRF_ID,74,20,61,17
Atanas,4,2022-06-28-01,FUGW (G+A; official),74,3,61,3
Atanas,4,2022-06-28-01,GeoTransformer,74,28,61,28
Atanas,4,2022-06-28-01,NGM-v2,74,23,61,23
Atanas,4,2022-06-28-01,NeurID (population atlas),74,59,61,51
Atanas,4,2022-06-28-01,NeurID (single medoid),74,46,61,46
Atanas,4,2022-06-28-01,NuCLR,74,15,61,15
Atanas,4,2022-06-28-01,StatAtlas,74,3,61,3
Atanas,4,2022-06-28-01,Vanilla FGW,74,5,61,5
Atanas,4,2022-06-28-01,fDNC,74,8,61,8
Atanas,4,2023-01-05-18,CPD,85,34,63,34
Atanas,4,2023-01-05-18,CRF_ID,85,19,63,13
Atanas,4,2023-01-05-18,FUGW (G+A; official),85,27,63,27
Atanas,4,2023-01-05-18,GeoTransformer,85,40,63,40
Atanas,4,2023-01-05-18,NGM-v2,85,33,63,33
Atanas,4,2023-01-05-18,NeurID (population atlas),85,72,63,53
Atanas,4,2023-01-05-18,NeurID (single medoid),85,53,63,53
Atanas,4,2023-01-05-18,NuCLR,85,15,63,15
Atanas,4,2023-01-05-18,StatAtlas,85,1,63,1
Atanas,4,2023-01-05-18,Vanilla FGW,85,15,63,15
Atanas,4,2023-01-05-18,fDNC,85,35,63,35
Atanas,4,2023-01-10-07,CPD,95,45,73,45
Atanas,4,2023-01-10-07,CRF_ID,95,33,73,28
Atanas,4,2023-01-10-07,FUGW (G+A; official),95,38,73,38
Atanas,4,2023-01-10-07,GeoTransformer,95,45,73,45
Atanas,4,2023-01-10-07,NGM-v2,95,39,73,39
Atanas,4,2023-01-10-07,NeurID (population atlas),95,81,73,66
Atanas,4,2023-01-10-07,NeurID (single medoid),95,63,73,63
Atanas,4,2023-01-10-07,NuCLR,95,17,73,17
Atanas,4,2023-01-10-07,StatAtlas,95,22,73,18
Atanas,4,2023-01-10-07,Vanilla FGW,95,10,73,10
Atanas,4,2023-01-10-07,fDNC,95,27,73,27
Atanas,4,2023-01-10-14,CPD,91,31,71,31
Atanas,4,2023-01-10-14,CRF_ID,91,17,71,14
Atanas,4,2023-01-10-14,FUGW (G+A; official),91,27,71,27
Atanas,4,2023-01-10-14,GeoTransformer,91,34,71,34
Atanas,4,2023-01-10-14,NGM-v2,91,17,71,17
Atanas,4,2023-01-10-14,NeurID (population atlas),91,81,71,63
Atanas,4,2023-01-10-14,NeurID (single medoid),91,59,71,59
Atanas,4,2023-01-10-14,NuCLR,91,20,71,20
Atanas,4,2023-01-10-14,StatAtlas,91,7,71,5
Atanas,4,2023-01-10-14,Vanilla FGW,91,16,71,16
Atanas,4,2023-01-10-14,fDNC,91,36,71,36
Atanas,4,2023-01-16-08,CPD,89,31,65,31
Atanas,4,2023-01-16-08,CRF_ID,89,24,65,19
Atanas,4,2023-01-16-08,FUGW (G+A; official),89,25,65,25
Atanas,4,2023-01-16-08,GeoTransformer,89,31,65,31
Atanas,4,2023-01-16-08,NGM-v2,89,23,65,23
Atanas,4,2023-01-16-08,NeurID (population atlas),89,72,65,59
Atanas,4,2023-01-16-08,NeurID (single medoid),89,59,65,59
Atanas,4,2023-01-16-08,NuCLR,89,14,65,14
Atanas,4,2023-01-16-08,StatAtlas,89,5,65,3
Atanas,4,2023-01-16-08,Vanilla FGW,89,19,65,19
Atanas,4,2023-01-16-08,fDNC,89,30,65,30
Atanas,4,2023-03-07-01,CPD,82,28,63,28
Atanas,4,2023-03-07-01,CRF_ID,82,28,63,23
Atanas,4,2023-03-07-01,FUGW (G+A; official),82,23,63,23
Atanas,4,2023-03-07-01,GeoTransformer,82,28,63,28
Atanas,4,2023-03-07-01,NGM-v2,82,20,63,20
Atanas,4,2023-03-07-01,NeurID (population atlas),82,69,63,57
Atanas,4,2023-03-07-01,NeurID (single medoid),82,54,63,54
Atanas,4,2023-03-07-01,NuCLR,82,13,63,13
Atanas,4,2023-03-07-01,StatAtlas,82,4,63,4
Atanas,4,2023-03-07-01,Vanilla FGW,82,8,63,8
Atanas,4,2023-03-07-01,fDNC,82,32,63,32
Kato,0,20220426-11-26-14,CPD,9,0,3,0
Kato,0,20220426-11-26-14,CRF_ID,9,0,3,0
Kato,0,20220426-11-26-14,FUGW (G+A; official),9,0,3,0
Kato,0,20220426-11-26-14,GeoTransformer,9,1,3,1
Kato,0,20220426-11-26-14,NGM-v2,9,1,3,1
Kato,0,20220426-11-26-14,NeurID (population atlas),9,1,3,1
Kato,0,20220426-11-26-14,NeurID (single medoid),9,1,3,1
Kato,0,20220426-11-26-14,NuCLR,9,0,3,0
Kato,0,20220426-11-26-14,StatAtlas,9,0,3,0
Kato,0,20220426-11-26-14,Vanilla FGW,9,0,3,0
Kato,0,20220426-11-26-14,fDNC,9,1,3,1
Kato,0,20220426-11-32-18,CPD,17,0,4,0
Kato,0,20220426-11-32-18,CRF_ID,17,0,4,0
Kato,0,20220426-11-32-18,FUGW (G+A; official),17,0,4,0
Kato,0,20220426-11-32-18,GeoTransformer,17,1,4,1
Kato,0,20220426-11-32-18,NGM-v2,17,0,4,0
Kato,0,20220426-11-32-18,NeurID (population atlas),17,1,4,1
Kato,0,20220426-11-32-18,NeurID (single medoid),17,3,4,3
Kato,0,20220426-11-32-18,NuCLR,17,0,4,0
Kato,0,20220426-11-32-18,StatAtlas,17,0,4,0
Kato,0,20220426-11-32-18,Vanilla FGW,17,0,4,0
Kato,0,20220426-11-32-18,fDNC,17,2,4,2
Kato,0,20221106-21-23-19,CPD,29,1,4,1
